Date,Open*,High,Low,Close**,Volume,Market Cap,,
2017/12/26,0.000259,0.000308,0.000216,0.000282,"652,393","50,924,600",159,
2017/12/27,0.000282,0.000385,0.000256,0.000384,"1,379,510","55,475,000",158,
2017/12/28,0.000329,0.000508,0.000319,0.000492,"2,362,570","64,707,100",157,
2017/12/29,0.00046,0.000734,0.000417,0.000731,"3,975,010","90,714,500",156,
2017/12/30,0.000731,0.001154,0.000618,0.001107,"7,088,790","144,453,000",155,
2017/12/31,0.001046,0.002911,0.001044,0.001816,"27,126,500","206,952,000",154,
2018/1/1,0.00181,0.001917,0.00135,0.001523,"8,582,680","358,433,000",153,
2018/1/2,0.001454,0.001591,0.000894,0.0011,"13,561,300","287,701,000",152,
2018/1/3,0.001089,0.002366,0.001089,0.002259,"16,962,600","215,577,000",151,
2018/1/4,0.002264,0.003696,0.002172,0.003088,"29,942,600","468,339,000",150,
2018/1/5,0.00308,0.006031,0.00308,0.005008,"43,120,700","640,443,000",149,
2018/1/6,0.004996,0.005597,0.002886,0.003685,"31,133,900","1,039,440,000",148,
2018/1/7,0.003753,0.004253,0.002586,0.003638,"18,966,800","788,622,000",147,
2018/1/8,0.003649,0.003698,0.002853,0.003276,"11,139,100","767,081,000",146,
2018/1/9,0.003218,0.004091,0.003001,0.003348,"15,029,800","676,799,000",145,
2018/1/10,0.003349,0.003362,0.002677,0.002744,"9,744,220","704,837,000",144,
2018/1/11,0.002749,0.003083,0.002362,0.002679,"6,468,650","578,656,000",143,
2018/1/12,0.002693,0.00301,0.002555,0.002699,"4,999,270","567,257,000",142,
2018/1/13,0.002694,0.002974,0.002342,0.002575,"6,064,300","567,661,000",141,
2018/1/14,0.002574,0.002585,0.00203,0.002219,"4,684,220","542,537,000",140,
2018/1/15,0.002199,0.002489,0.00185,0.002217,"4,697,280","463,756,000",139,
2018/1/16,0.002221,0.002249,0.001297,0.001377,"3,745,230","468,507,000",138,
2018/1/17,0.00137,0.001766,0.000856,0.001663,"4,547,470","289,134,000",137,
2018/1/18,0.001668,0.001962,0.001524,0.001823,"3,272,060","352,349,000",136,
2018/1/19,0.001811,0.001941,0.001568,0.001609,"3,642,420","382,577,000",135,
2018/1/20,0.001624,0.001972,0.001611,0.001667,"184,666","343,412,000",134,
2018/1/21,0.00168,0.001799,0.001284,0.001402,"1,779,500","355,414,000",133,
2018/1/22,0.001413,0.001514,0.001179,0.001296,"1,517,310","298,927,000",132,
2018/1/23,0.001231,0.00135,0.001133,0.001285,"1,096,460","260,603,000",131,
2018/1/24,0.001285,0.00145,0.001185,0.00126,"1,304,080","272,151,000",130,
2018/1/25,0.001359,0.001561,0.001277,0.001459,"1,502,590","288,014,000",129,
2018/1/26,0.001535,0.001597,0.001097,0.001235,"1,649,270","325,561,000",128,
2018/1/27,0.001313,0.001363,0.00113,0.001246,"1,562,700","278,619,000",127,
2018/1/28,0.001335,0.001349,0.00097,0.001071,"2,031,280","283,407,000",126,
2018/1/29,0.001154,0.00117,0.000919,0.000928,"1,465,580","245,068,000",125,
2018/1/30,0.000929,0.001,0.000632,0.000632,"2,053,790","197,414,000",124,
2018/1/31,0.000708,0.000798,0.000611,0.000681,"1,033,820","150,497,000",123,
2018/2/1,0.000683,0.000688,0.000357,0.000363,"2,169,970","145,347,000",122,
2018/2/2,0.000367,0.000625,0.0003,0.000465,"2,149,540","78,119,300",121,
2018/2/3,0.000534,0.000743,0.000451,0.000583,"1,542,400","113,691,000",120,
2018/2/4,0.000585,0.000731,0.000494,0.000579,"694,153","124,653,000",119,
2018/2/5,0.00052,0.000583,0.000445,0.000483,"543,370","110,948,000",118,
2018/2/6,0.000483,0.00059,0.00038,0.000548,"892,544","103,018,000",117,
2018/2/7,0.00049,0.00066,0.000461,0.000549,"652,168","104,507,000",116,
2018/2/8,0.000546,0.000768,0.000546,0.000685,"663,518","116,497,000",115,
2018/2/9,0.000738,0.000932,0.00064,0.000877,"1,051,210","157,774,000",114,
2018/2/10,0.000934,0.001153,0.000771,0.000861,"2,192,720","199,626,000",113,
2018/2/11,0.00086,0.00092,0.000729,0.00087,"877,780","183,924,000",112,
2018/2/12,0.00082,0.000956,0.000763,0.000816,"1,217,600","175,490,000",111,
